external_gene_name	ensembl_gene_id	Yeast_conservation	dN/dS	Multifunctionality	Disorder	PPI_degree	SM_fitness_defect	Copy_number	CAI	Nc	Co-expression_degree	Protein_length	Expression_level	Expression_variation	Num_of_domains	Num_of_unique_domains	Broad_conservation	Observed_GI_degree	Ortholog_in_other_species_common_name	Ortholog_in_other_species_systematic name
YOR365C	YOR365C	23	0.1546	5	0.0982	1	-0.008	4	0.225	5.18E+01	9	703	NaN	0.6579	1	1	1	5		
SCP1	YOR367W	21	0.0649	11	0.295	0	-0.007	1	0.217	4.33E+01	171	200	0.7	0.4168	1	1	57	4	stg1	SPAC4F8.10c
RAD17	YOR368W	23	0.0609	15	0.2195	5	0.002	1	0.181	5.46E+01	306	401	0.2	0.395	1	1	4	30	rad1	SPAC1952.07
RPS12	YOR369C	23	0	7	0.0839	0	NaN	1	0.85	2.60E+01	750	143	35.6	0.7187	1	1	84	NaN		
MRS6	YOR370C	23	0.0152	6	0.0978	13	NaN	1	0.269	5.05E+01	488	603	1.8	0.2854	1	1	24	NaN	SPBC15C4.03	SPBC15C4.03
GPB1	YOR371C	17	0.0747	12	0.1695	0	-0.058	2	0.226	5.24E+01	106	897	0.3	0.4831	1	1	0	16		
NDD1	YOR372C	10	0.0682	4	0.435	1	NaN	1	0.183	5.11E+01	115	554	0.4	0.405	NaN	NaN	0	NaN		
NUD1	YOR373W	22	0.1105	15	0.3008	0	NaN	1	0.212	5.75E+01	78	851	0.4	0.5538	NaN	NaN	5	NaN	cdc11	SPCC1739.11c
ALD4	YOR374W	22	0.0268	11	0.0751	1	0.011	3	0.361	4.29E+01	920	519	1.5	0.8695	1	1	53	7		
GDH1	YOR375C	22	0.0373	10	0.0044	8	-0.022	2	0.619	3.18E+01	230	454	7.7	0.718	2	2	31	6		
ATF1	YOR377W	19	0.0939	11	0.0286	1	-0.034	3	0.245	5.19E+01	16	525	0.4	0.5927	1	1	NaN	1		
YOR378W	YOR378W	20	0.0635	7	0.1165	0	-0.022	3	0.183	5.92E+01	17	515	NaN	0.5562	1	1	7	5	SPBC1683.03c	SPBC1683.03c
RDR1	YOR380W	7	0.0783	8	0.1099	11	-0.075	1	0.209	5.59E+01	149	546	0.2	0.3504	2	2	2	4		
FRE3	YOR381W	23	0.0994	16	0.0745	2	-0.027	9	0.207	5.09E+01	11	711	0.2	0.5932	3	3	10	9		
FIT2	YOR382W	3	0.0998	12	0.3464	0	-0.022	1	0.305	4.31E+01	80	153	1.9	0.873	NaN	NaN	0	10		
FIT3	YOR383C	23	0.1956	11	0.6618	0	-0.046	2	0.558	3.44E+01	32	204	5.4	0.7361	NaN	NaN	NaN	4		
FRE5	YOR384W	23	0.1355	14	0.0403	0	-0.014	9	0.177	5.58E+01	13	694	NaN	0.6	3	3	23	1		
YOR385W	YOR385W	5	0.1525	3	0.1517	1	-0.046	1	0.25	5.58E+01	91	290	0.6	0.5952	NaN	NaN	0	5		
PHR1	YOR386W	12	0.0591	10	0.115	2	-0.078	1	0.244	5.05E+01	791	565	0.1	0.7595	2	2	60	3		
YOR387C	YOR387C	8	NaN	6	0.0194	0	NaN	2	0.413	3.61E+01	16	206	NaN	0.687	1	1	0	NaN		
FDH1	YOR388C	14	0.0345	13	0.0319	0	NaN	1	0.278	4.86E+01	45	376	0.1	0.6699	2	2	12	NaN		
YOR389W	YOR389W	8	0.1184	3	0.1554	0	NaN	2	0.235	5.40E+01	33	624	0.2	0.6736	NaN	NaN	3	NaN		
YOR390W	YOR390W	22	0.1306	5	0.008	0	NaN	2	0.247	5.26E+01	304	375	0.6	0.4914	2	1	14	NaN		
HSP33	YOR391C	18	NaN	7	0.0084	1	NaN	4	0.233	5.40E+01	379	237	NaN	0.8058	1	1	NaN	NaN		
ERR1	YOR393W	23	NaN	7	0.0069	9	NaN	5	0.275	5.47E+01	10	437	NaN	0.592	NaN	NaN	1	NaN		
YOR394W	YOR394W	5	0.0836	3	0.0366	0	NaN	22	0.468	3.72E+01	31	164	0.4	0.6243	1	1	NaN	NaN		
HAT1	YPL001W	23	0.1376	19	0.0588	28	0.01	1	0.246	5.17E+01	207	374	0.9	0.4561	1	1	69	10	hat1	SPAC139.06
SNF8	YPL002C	23	0.0376	11	0.1159	6	NaN	1	0.212	6.06E+01	301	233	1	0.3672	1	1	75	NaN	dot2	SPBC651.05c
ULA1	YPL003W	23	0.2475	8	0.0303	2	0.003	1	0.187	5.72E+01	767	462	0.4	0.6119	NaN	NaN	33	23	uba5	SPAC323.06c
LSP1	YPL004C	21	0.0375	9	0.4721	74	-0.054	2	0.333	4.59E+01	958	341	2.6	0.7667	1	1	3	5		
AEP3	YPL005W	17	0.3954	7	0.1584	1	NaN	1	0.174	5.36E+01	58	606	0.2	0.5484	NaN	NaN	0	NaN		
NCR1	YPL006W	22	NaN	10	0.0726	1	NaN	1	0.224	5.12E+01	437	1170	0.7	0.5629	1	1	77	NaN		
TFC8	YPL007C	18	0.131	7	0.0306	5	NaN	1	0.222	5.15E+01	378	588	0.6	0.3705	1	1	0	NaN		
CHL1	YPL008W	23	0.0945	17	0.2044	0	0.017	1	0.194	5.24E+01	148	861	0.4	0.471	2	2	81	100	SPAC3G6.11	SPAC3G6.11
YPL009C	YPL009C	23	0.1253	4	0.3449	5	-0.021	1	0.277	5.08E+01	246	1038	1	0.4468	3	3	70	4	SPCC132.01c	SPCC132.01c
RET3	YPL010W	23	0.0508	11	0.1217	19	NaN	1	0.263	4.93E+01	329	189	6.3	0.3772	1	1	76	NaN	ret3	SPCC576.07
TAF3	YPL011C	22	0.0729	8	0.3258	10	NaN	1	0.219	5.53E+01	485	353	1	0.3666	1	1	0	NaN		
RRP12	YPL012W	22	0.0504	9	0.2003	38	NaN	1	0.262	4.41E+01	910	1228	2.2	0.7126	1	1	71	NaN	SPAPB8E5.07c	SPAPB8E5.07c
MRPS16	YPL013C	23	0.0732	7	0.2397	27	NaN	1	0.191	5.46E+01	305	121	4.3	0.4879	1	1	63	NaN	mrps16	SPBC354.06
YPL014W	YPL014W	18	0.1071	4	0.3937	0	-0.049	1	0.234	5.26E+01	39	381	0.1	0.7108	NaN	NaN	0	8		
HST2	YPL015C	22	0.1587	17	0.2129	0	-0.025	1	0.236	5.62E+01	264	357	0.7	0.4851	1	1	76	8	hst2	SPCC132.02
SWI1	YPL016W	21	0.1261	13	0.4254	14	NaN	2	0.252	5.20E+01	120	1314	0.4	0.6903	1	1	6	NaN	sol1	SPBC30B4.04c
YPL017C	YPL017C	23	0.1418	17	0.012	0	-0.002	2	0.196	5.67E+01	115	499	NaN	0.6848	3	3	NaN	30		
CTF19	YPL018W	9	0.1832	19	0.1274	9	-0.023	1	0.189	5.88E+01	205	369	0.1	0.634	NaN	NaN	0	38		
VTC3	YPL019C	23	0.0527	11	0.2922	1	-0.076	2	0.242	4.72E+01	48	835	1.3	0.7145	4	3	2	9		
ULP1	YPL020C	23	0.0993	11	0.401	11	NaN	1	0.254	4.66E+01	200	621	1.1	0.6506	1	1	42	NaN		
ECM23	YPL021W	2	0.1351	8	0.6203	0	-0.046	2	0.178	5.84E+01	29	187	NaN	0.7579	1	1	0	11		
RAD1	YPL022W	23	0.1111	21	0.2336	12	0.046	1	0.213	5.32E+01	286	1100	0.6	0.4671	NaN	NaN	76	64	rad16	SPCC970.01
MET12	YPL023C	23	0.0333	6	0.0852	2	0.027	1	0.235	5.38E+01	23	657	1.2	0.4119	1	1	4	21	met11	SPAC343.10
RMI1	YPL024W	20	0.119	12	0.2697	1	NaN	1	0.228	5.51E+01	27	241	1.5	0.4611	NaN	NaN	0	NaN		
SKS1	YPL026C	23	0.0497	12	0.3207	0	0.032	2	0.228	5.39E+01	17	502	1.3	0.5379	1	1	6	11		
SMA1	YPL027W	2	0.1702	4	0.3143	0	-0.067	1	0.232	5.46E+01	33	245	NaN	0.6408	NaN	NaN	NaN	13		
ERG10	YPL028W	23	0.0207	12	0.0025	1	NaN	1	0.445	3.69E+01	90	398	9.1	0.4269	2	2	79	NaN	erg10	SPBC215.09c
SUV3	YPL029W	23	0.0785	10	0.0936	0	NaN	1	0.206	5.41E+01	251	737	0.2	0.4948	2	2	75	NaN	rpm2	SPAC637.11
YPL030W	YPL030W	23	0.0341	6	0.1728	0	-0.01	1	0.235	5.24E+01	635	567	1.3	0.497	1	1	15	17	SPCC663.10	SPCC663.10
PHO85	YPL031C	23	0.0158	25	0.0557	14	NaN	1	0.232	5.86E+01	553	305	1.2	0.5003	1	1	24	NaN	pef1	SPCC16C4.11
SVL3	YPL032C	21	0.0895	13	0.5091	5	-0.042	3	0.247	5.16E+01	434	825	1.6	0.5393	1	1	2	18		
YPL033C	YPL033C	8	0.1641	6	0.0498	0	0.012	1	0.191	4.88E+01	32	281	NaN	0.6982	NaN	NaN	0	12		
YPL034W	YPL034W	19	0.1399	3	0.2303	1	-0.05	1	0.173	5.37E+01	88	165	0.8	0.4283	NaN	NaN	0	12		
PMA2	YPL036W	23	0.0283	20	0.1996	0	0.128	2	0.377	4.13E+01	41	947	0.2	0.5414	3	3	14	109		
EGD1	YPL037C	22	0.0351	8	0.4331	7	0.081	2	0.669	3.00E+01	748	157	22	0.5168	1	1	77	29		
MET31	YPL038W	17	0.0982	11	0.6328	3	-0.003	2	0.253	5.23E+01	485	177	0.8	0.4097	2	1	12	14		
YPL039W	YPL039W	8	0.1312	3	0.2595	0	-0.031	1	0.215	5.67E+01	44	316	0.9	0.4852	NaN	NaN	0	9		
ISM1	YPL040C	22	0.1172	13	0.0649	3	NaN	1	0.226	5.44E+01	208	1002	0.2	0.4374	2	2	71	NaN	SPCC18B5.08c	SPCC18B5.08c
YPL041C	YPL041C	18	0.2069	5	0.087	0	-0.009	1	0.17	5.78E+01	18	207	0.2	0.4413	1	1	0	53		
SSN3	YPL042C	23	0.038	19	0.3982	7	NaN	1	0.22	5.26E+01	50	555	0.4	0.4168	1	1	64	NaN	srb10	SPAC23H4.17c
NOP4	YPL043W	23	0.0649	6	0.3781	40	NaN	1	0.279	4.75E+01	1103	685	1.9	0.8125	3	2	78	NaN	SPBC4F6.14	SPBC4F6.14
VPS16	YPL045W	23	0.1062	14	0.0338	7	NaN	1	0.22	5.29E+01	185	798	0.2	0.2923	2	2	72	NaN	vps16	SPAC824.05
ELC1	YPL046C	22	0.1894	12	0.0303	1	-0.095	1	0.19	5.30E+01	42	99	0.4	0.4127	1	1	68	26	SPBC1861.07	SPBC1861.07
SGF11	YPL047W	14	0.0279	11	0.0808	15	0.142	1	0.245	4.75E+01	66	99	0.7	0.3239	1	1	3	79		
CAM1	YPL048W	22	0.0941	11	0.1205	9	0.002	3	0.472	3.81E+01	105	415	3.1	0.3804	3	3	23	26		
DIG1	YPL049C	16	0.1612	6	0.7942	30	NaN	2	0.178	6.05E+01	83	452	1.2	0.4884	NaN	NaN	0	NaN		
MNN9	YPL050C	23	0.1002	11	0.1443	9	NaN	1	0.335	4.85E+01	1053	395	3.5	0.4417	1	1	6	NaN	mnn9	SPAC4F10.10c
ARL3	YPL051W	20	0.0192	12	0.0859	3	0.008	1	0.274	4.81E+01	318	198	0.7	0.4108	1	1	63	83		
OAZ1	YPL052W	9	0.1477	3	0.1741	0	-0.016	1	0.214	4.82E+01	86	292	0.6	0.5556	NaN	NaN	0	17		
KTR6	YPL053C	22	0.0786	13	0.1099	3	-0.033	9	0.24	5.02E+01	151	446	1.7	0.461	1	1	NaN	15		
LEE1	YPL054W	22	0.1427	6	0.5515	0	-0.002	1	0.209	5.14E+01	705	301	NaN	0.7702	2	1	4	18	cps3	SPAC3A11.02
LGE1	YPL055C	11	0.225	11	0.6446	3	0.202	1	0.181	5.88E+01	132	332	0.6	0.4672	1	1	0	168		
YPL056C	YPL056C	1	NaN	5	0.198	0	-0.008	1	0.203	4.73E+01	4	101	0.4	0.5711	NaN	NaN	NaN	36		
SUR1	YPL057C	21	0.0637	7	0.1649	3	0.112	2	0.257	5.36E+01	144	382	0.7	0.701	1	1	8	152		
PDR12	YPL058C	13	NaN	13	0.2263	47	-0.093	8	0.346	3.92E+01	22	1511	1.1	0.6838	6	3	6	12		
GRX5	YPL059W	21	0.0578	12	0.2467	3	NaN	1	0.239	6.08E+01	543	150	1.5	0.3949	1	1	76	NaN	grx5	SPAPB2B4.02
LPE10	YPL060W	23	0.097	10	0.109	1	-0.051	2	0.205	5.47E+01	576	413	0.1	0.5916	NaN	NaN	34	39	mrs2	SPBC25H2.08c
ALD6	YPL061W	22	0.0158	12	0.014	11	0.035	3	0.551	3.39E+01	44	500	8.9	0.7867	1	1	0	26		
TIM50	YPL063W	23	0.0616	10	0.4265	0	NaN	1	0.272	4.68E+01	308	476	1.2	0.3631	1	1	51	NaN	tim50	SPBC17A3.01c
CWC27	YPL064C	19	0.1727	11	0.4784	0	0.015	1	0.226	5.38E+01	260	301	0.9	0.38	1	1	24	26		
VPS28	YPL065W	23	0.0484	11	0.1983	3	NaN	1	0.288	4.76E+01	248	242	0.6	0.4424	1	1	73	NaN	vps28	SPAC1B3.07c
YPL066W	YPL066W	20	0.0957	4	0.1983	5	0.023	1	0.22	5.65E+01	68	479	0.8	0.378	NaN	NaN	0	73		
YPL067C	YPL067C	16	0.1832	3	0.0253	0	-0.068	1	0.278	5.85E+01	31	198	0.3	0.6253	1	1	2	3		
YPL068C	YPL068C	9	0.2416	3	0.3823	0	-0.001	1	0.206	5.23E+01	453	293	0.4	0.5124	NaN	NaN	0	26		
BTS1	YPL069C	18	0.1008	12	0.0597	2	0.319	1	0.224	4.49E+01	111	335	0.4	0.2938	1	1	57	179		
MUK1	YPL070W	17	0.0648	4	0.4134	32	-0.016	1	0.201	4.88E+01	655	612	0.4	0.3853	1	1	2	5		
YPL071C	YPL071C	8	0.1856	4	0.25	0	-0.027	1	0.234	5.55E+01	269	156	0.4	0.3688	NaN	NaN	0	5		
UBP16	YPL072W	19	0.2458	9	0.2725	0	-0.012	1	0.226	5.49E+01	245	499	0.3	0.3788	1	1	3	7		
YTA6	YPL074W	23	0.1051	5	0.5013	4	-0.067	2	0.197	5.30E+01	66	754	0.6	0.5473	1	1	60	18		
GCR1	YPL075W	10	0.0869	8	0.4318	0	NaN	1	0.196	5.24E+01	64	785	0.7	0.4659	1	1	0	NaN		
GPI2	YPL076W	23	0.0945	8	0.0143	0	NaN	1	0.241	5.04E+01	46	280	0.2	0.3221	1	1	46	NaN	gpi2	SPCC550.04c
YPL077C	YPL077C	17	0.0343	3	0.3208	7	NaN	2	0.188	5.27E+01	54	240	0.1	0.4953	NaN	NaN	0	NaN		
ATP4	YPL078C	21	0.0731	15	0.2008	0	NaN	1	0.328	4.17E+01	492	244	5.3	0.4142	1	1	40	NaN	atp4	SPBC1604.07
RPL21B	YPL079W	23	0.0178	5	0.2875	0	0.235	2	0.742	2.93E+01	827	160	85.7	0.7509	1	1	20	85		
RPS9A	YPL081W	19	NaN	17	0.2741	13	-0.004	2	0.546	3.44E+01	901	197	4.5	0.596	2	2	17	8		
MOT1	YPL082C	23	0.0243	26	0.195	18	NaN	1	0.236	5.16E+01	179	1867	0.9	0.5311	3	3	65	NaN	mot1	SPBC1826.01c
SEN54	YPL083C	23	0.1176	10	0.3126	3	NaN	1	0.195	5.27E+01	156	467	0.3	0.4026	1	1	28	NaN	sen54	SPCC613.09
BRO1	YPL084W	23	0.0985	14	0.3649	2	NaN	1	0.209	5.01E+01	568	844	0.6	0.4161	2	2	18	NaN	SPAC17G6.05c	SPAC17G6.05c
SEC16	YPL085W	23	0.1711	9	0.6642	10	NaN	2	0.221	5.12E+01	32	2195	0.8	0.5089	3	3	32	NaN	sec16	SPAC29B12.07
ELP3	YPL086C	23	0.0024	21	0.0575	7	0.234	1	0.26	4.12E+01	1133	557	2	0.6564	2	2	80	87	elp3	SPAC29A4.20
YDC1	YPL087W	20	0.072	2	0.0473	15	-0.027	2	0.234	5.32E+01	1025	317	1.8	0.7274	1	1	50	7		
YPL088W	YPL088W	17	0.0606	5	0.038	14	-0.018	1	0.275	5.40E+01	205	342	0.6	0.7091	1	1	60	7	SPAC977.14c	SPAC977.14c
RLM1	YPL089C	20	0.1094	13	0.7426	3	-0.032	3	0.201	5.47E+01	111	676	0.9	0.5634	1	1	34	30		
RPS6A	YPL090C	22	0.0384	13	0.2924	15	0.399	2	0.842	2.57E+01	832	236	27.2	0.7101	NaN	NaN	84	51		
GLR1	YPL091W	23	0.0308	13	0.0248	6	-0.056	1	0.322	4.47E+01	483	483	3.8	0.5181	3	3	84	10	pgr1	SPBC17A3.07
SSU1	YPL092W	18	0.1278	10	0.0633	0	-0.033	1	0.204	5.44E+01	89	458	1.2	0.7138	1	1	6	3		
NOG1	YPL093W	23	0.0355	10	0.2535	35	NaN	1	0.413	4.04E+01	871	647	2.7	0.7314	2	2	83	NaN	nog1	SPBC651.01c
SEC62	YPL094C	23	0.0848	11	0.3358	36	NaN	1	0.279	5.20E+01	217	274	3.6	0.39	1	1	29	NaN	sec62	SPAC17G6.09
EEB1	YPL095C	20	0.0554	10	0.0877	3	-0.019	3	0.221	5.05E+01	16	456	0.9	0.4555	1	1	16	7		
PNG1	YPL096W	23	0.0761	13	0.2893	2	-0.003	1	0.195	5.45E+01	405	363	0.4	0.399	1	1	23	13	SPBC1709.14	SPBC1709.14
MSY1	YPL097W	23	0.1179	10	0.1118	0	NaN	1	0.195	5.34E+01	352	492	0.7	0.5222	1	1	70	NaN	SPCC576.06c	SPCC576.06c
MGR2	YPL098C	22	0.0798	5	0.1858	0	0.077	1	0.227	5.32E+01	167	113	2.2	0.3734	1	1	45	60	mgr2	SPBC27.06c
YPL099C	YPL099C	15	0.1739	5	0.4341	1	0.001	1	0.222	5.15E+01	348	182	0.3	0.4292	NaN	NaN	0	4		
ATG21	YPL100W	19	0.0527	14	0.1452	4	0.062	1	0.183	5.14E+01	249	496	0.6	0.5194	1	1	27	19		
ELP4	YPL101W	23	0.0784	10	0.4145	6	0.208	1	0.216	5.38E+01	622	456	1	0.4731	1	1	44	85	SPCC11E10.06c	SPCC11E10.06c
YPL103C	YPL103C	20	0.0629	11	0.094	0	-0.017	1	0.209	5.71E+01	62	468	0.4	0.4358	1	1	40	32		
MSD1	YPL104W	23	0.106	12	0.0866	0	NaN	1	0.229	5.23E+01	359	658	0.6	0.5254	2	2	63	NaN	SPCC736.06	SPCC736.06
YPL105C	YPL105C	15	0.1555	5	0.6761	2	-0.041	2	0.262	5.13E+01	473	849	1.2	0.4329	1	1	29	52		
SSE1	YPL106C	13	0.0351	11	0.1631	11	0.455	9	0.558	3.48E+01	161	693	8	0.4721	1	1	53	159		
YPL107W	YPL107W	23	0.1316	3	0.5202	0	0.026	1	0.227	5.17E+01	345	248	0.4	0.5329	1	1	2	18		
YPL108W	YPL108W	16	0.1221	3	0.3095	1	-0.034	1	0.229	61	502	168	0.4	0.489	NaN	NaN	0	3		
YPL109C	YPL109C	23	0.0582	3	0.0898	0	-0.015	1	0.257	5.26E+01	791	657	0.2	0.6513	1	1	47	12	SPBC21C3.03	SPBC21C3.03
GDE1	YPL110C	21	NaN	10	0.1725	2	-0.035	1	0.198	4.91E+01	116	1223	0.2	0.5192	4	3	5	4	gde1	SPAPB1E7.05
CAR1	YPL111W	23	0.0693	10	0.018	4	-0.031	1	0.302	4.73E+01	21	333	2.6	0.7301	1	1	70	NaN		
PEX25	YPL112C	17	0.1021	8	0.203	4	0.027	2	0.188	4.84E+01	135	394	0.9	0.5587	1	1	0	9		
YPL113C	YPL113C	18	0.1119	8	0.0202	0	-0.018	2	0.228	5.57E+01	244	396	0.2	0.5127	1	1	3	5		
BEM3	YPL115C	21	0.1197	21	0.5452	1	-0.002	1	0.2	4.87E+01	332	1128	0.8	0.4881	3	3	26	38		
HOS3	YPL116W	20	0.0515	13	0.2597	3	-0.019	1	0.247	4.83E+01	171	697	0.2	0.5763	1	1	11	9		
IDI1	YPL117C	23	0.0376	13	0.1111	12	NaN	1	0.331	4.24E+01	467	288	4.2	0.4766	1	1	72	NaN	idi1	SPBC106.15
MRP51	YPL118W	23	0.0533	6	0.1192	11	NaN	1	0.232	4.53E+01	548	344	1.5	0.4198	1	1	0	NaN		
DBP1	YPL119C	23	0.0456	13	0.3971	5	-0.047	2	0.206	5.17E+01	406	617	0.2	0.6768	2	2	22	7		
VPS30	YPL120W	23	0.1221	18	0.3268	4	0.085	1	0.209	5.64E+01	485	557	0.4	0.5117	1	1	64	80	SPAC20G8.10c	SPAC20G8.10c
MEI5	YPL121C	19	0.1469	9	0.3018	0	-0.043	1	0.248	5.31E+01	20	222	NaN	0.6279	1	1	1	22		
TFB2	YPL122C	23	0.041	13	0.2144	2	NaN	1	0.25	4.29E+01	755	513	0.9	0.4204	1	1	77	NaN	tfb2	SPBC13G1.13
RNY1	YPL123C	20	0.0322	11	0.0346	0	-0.047	1	0.203	4.84E+01	1082	434	0.2	0.809	1	1	9	20		
SPC29	YPL124W	9	0.0593	7	0.5968	8	NaN	1	0.189	5.16E+01	250	253	0.3	0.6017	NaN	NaN	NaN	NaN		
KAP120	YPL125W	21	NaN	9	0.0397	10	NaN	1	0.244	4.85E+01	119	1032	0.7	0.4989	1	1	59	NaN	kap113	SPCC1322.06
NAN1	YPL126W	23	0.0654	16	0.0692	25	NaN	1	0.262	5.34E+01	989	896	1.2	0.7562	1	1	20	NaN	SPAC1B3.13	SPAC1B3.13
HHO1	YPL127C	15	0.1501	8	0.6085	8	-0.006	1	0.227	5.44E+01	118	258	1.6	0.502	2	1	47	15		
TBF1	YPL128C	21	0.0398	14	0.3915	5	NaN	2	0.203	5.60E+01	383	562	0.9	0.5226	2	2	1	NaN	tbf1	SPBC19G7.13
TAF14	YPL129W	23	0.0428	27	0.3115	29	NaN	2	0.222	4.79E+01	505	244	2.2	0.3444	1	1	6	NaN	tfg3	SPAC22H12.02
SPO19	YPL130W	6	0.1429	9	0.0852	0	-0.107	1	0.251	5.19E+01	25	223	NaN	0.8039	NaN	NaN	0	8		
RPL5	YPL131W	23	0.0479	10	0.1785	42	NaN	1	0.832	2.66E+01	680	297	37	0.6755	2	2	77	NaN		
COX11	YPL132W	23	0.0791	9	0.2667	0	NaN	2	0.271	4.61E+01	235	300	0.7	0.4135	1	1	63	NaN		
RDS2	YPL133C	20	0.0978	13	0.5247	3	-0.02	1	0.203	5.54E+01	26	446	0.3	0.4138	NaN	NaN	6	5		
ODC1	YPL134C	23	0.0535	11	0.2161	0	-0.057	2	0.207	5.26E+01	592	310	0.7	0.5906	3	1	8	5		
ISU1	YPL135W	23	0.0286	10	0.0606	6	-0.014	2	0.267	4.99E+01	585	165	4.8	0.7267	1	1	45	37		
GIP3	YPL137C	20	0.1078	8	0.4193	1	-0.001	3	0.245	5.01E+01	37	1276	0.4	0.4755	NaN	NaN	1	14		
SPP1	YPL138C	23	0.12	14	0.3739	9	0.008	1	0.244	5.27E+01	449	353	0.4	0.2976	1	1	4	21		
UME1	YPL139C	10	0.1253	13	0.1	14	0.002	2	0.216	5.07E+01	180	460	0.8	0.3104	1	1	1	65		
MKK2	YPL140C	23	0.0657	11	0.4605	1	-0.016	2	0.221	5.36E+01	122	506	0.3	0.2524	1	1	13	19		
YPL141C	YPL141C	23	0.071	9	0.6451	3	-0.061	2	0.199	5.06E+01	38	865	0.4	0.5559	1	1	21	16		
RPL33A	YPL143W	19	0.1117	6	0.0467	5	NaN	4	0.755	2.90E+01	772	107	45.5	0.6437	1	1	37	NaN		
YPL144W	YPL144W	14	0.2069	5	0.0878	7	0.111	1	0.188	5.81E+01	118	148	1.5	0.4806	1	1	0	47		
KES1	YPL145C	23	0.0257	13	0.1129	10	-0.003	4	0.292	4.17E+01	478	434	1.7	0.3582	1	1	9	47		
NOP53	YPL146C	23	0.1364	9	0.5297	18	NaN	1	0.263	4.58E+01	1055	455	1	0.725	1	1	45	NaN	rrp16	SPAC22F8.09
PXA1	YPL147W	20	0.0319	10	0.1253	0	-0.041	1	0.217	5.03E+01	197	870	NaN	0.5416	2	2	72	7		
PPT2	YPL148C	16	0.158	7	0.1272	0	NaN	1	0.231	5.47E+01	55	173	0.4	0.5512	1	1	0	NaN		
ATG5	YPL149W	23	0.177	16	0.034	5	-0.002	1	0.246	5.48E+01	101	294	1.5	0.5128	1	1	49	33	mug77	SPBC4B4.10c
YPL150W	YPL150W	23	0.0756	8	0.5916	1	0.017	1	0.188	5.06E+01	276	901	0.3	0.4097	1	1	22	13	ppk16	SPAC890.03
PRP46	YPL151C	23	0.0991	8	0.0532	18	NaN	1	0.19	5.53E+01	213	451	0.4	0.2964	5	1	83	NaN	prp5	SPBP22H7.07
RRD2	YPL152W	22	0.042	10	0.162	1	0.022	1	0.264	4.96E+01	643	358	0.2	0.4062	1	1	51	29	SPAC1782.05	SPAC1782.05
RAD53	YPL153C	21	0.0331	25	0.3886	5	NaN	2	0.217	5.32E+01	181	821	0.2	0.5645	3	2	29	NaN	cds1	SPCC18B5.11c
PEP4	YPL154C	20	0.0278	13	0.1679	4	-0.01	1	0.375	3.95E+01	926	405	4.4	0.7499	1	1	82	17		
KIP2	YPL155C	23	0.0745	20	0.5411	3	-0.025	4	0.196	5.53E+01	242	706	0.3	0.4959	1	1	23	20	tea2	SPBC1604.20c
PRM4	YPL156C	18	0.1868	8	0.3486	0	-0.09	2	0.221	5.16E+01	30	284	0.3	0.4989	NaN	NaN	0	50		
TGS1	YPL157W	23	0.0553	13	0.1587	2	0.248	1	0.196	5.85E+01	523	315	0.6	0.4841	1	1	46	104	tgs1	SPAC2G11.15c
YPL158C	YPL158C	10	0.1522	3	0.4868	0	0.16	1	0.221	4.77E+01	140	758	0.7	0.6637	NaN	NaN	0	209		
PET20	YPL159C	10	0.196	4	0.4111	2	0.022	1	0.195	5.22E+01	623	253	0.4	0.4817	2	1	0	39		
CDC60	YPL160W	22	0.0261	8	0.0725	8	NaN	1	0.373	4.20E+01	960	1090	4.8	0.6051	3	2	80	NaN	lrs1	SPAC26F1.13c
BEM4	YPL161C	17	0.1805	11	0.1327	4	0.176	1	0.202	5.22E+01	111	633	0.4	0.4738	NaN	NaN	0	101		
YPL162C	YPL162C	19	0.1315	6	0.1722	0	-0.007	1	0.173	5.38E+01	31	273	0.2	0.3647	1	1	46	18		
SVS1	YPL163C	9	0.3187	5	0.35	1	-0.02	2	0.268	4.72E+01	191	260	3.5	0.8181	NaN	NaN	NaN	9		
MLH3	YPL164C	20	0.1673	8	0.1818	1	0.004	1	0.237	5.44E+01	293	715	0.2	0.5603	2	2	29	12		
SET6	YPL165C	17	0.1028	4	0.0697	0	-0.018	1	0.239	5.43E+01	771	373	NaN	0.74	1	1	30	14		
ATG29	YPL166W	12	0.188	8	0.4085	2	0.013	1	0.196	4.61E+01	605	213	0.1	0.7623	NaN	NaN	0	17		
REV3	YPL167C	23	0.1054	18	0.1935	1	-0.022	1	0.228	4.95E+01	52	1504	0.4	0.5851	4	3	53	13	rev3	SPAC688.10
YPL168W	YPL168W	10	0.296	5	0.2419	0	0.026	1	0.201	5.56E+01	231	430	0.8	0.4033	NaN	NaN	0	17		
MEX67	YPL169C	23	0.0417	12	0.1486	5	NaN	1	0.213	5.34E+01	159	599	1.6	0.4014	1	1	59	NaN	mex67	SPBC1921.03c
DAP1	YPL170W	23	0.0412	4	0.1974	8	-0.017	1	0.184	5.23E+01	164	152	2	0.5169	1	1	65	17	dap1	SPAC25B8.01
OYE3	YPL171C	13	NaN	6	0.01	0	-0.05	2	0.292	4.92E+01	115	400	0.1	0.6289	1	1	20	17		
COX10	YPL172C	23	0.0612	10	0.2273	0	0.324	1	0.224	5.23E+01	271	462	0.9	0.4188	1	1	72	135	cox10	SPBC365.02c
MRPL40	YPL173W	23	0.0449	6	0.1852	7	NaN	1	0.249	4.72E+01	209	297	1	0.453	NaN	NaN	1	NaN		
