ensembl_gene	associated_gene_name	salt_HeLa
ENSG00000274062	RF00004	unresponsive
ENSG00000275219	RF00004	unresponsive
ENSG00000278591	RF00004	unresponsive
ENSG00000279602	AC109326.1	upregulated
ENSG00000188825	LINC00910	unresponsive
ENSG00000175906	ARL4D	upregulated
ENSG00000267151	MIR2117HG	unresponsive
ENSG00000067596	DHX8	unresponsive
ENSG00000175832	ETV4	unresponsive
ENSG00000267747	NA	unresponsive
ENSG00000005102	MEOX1	unresponsive
ENSG00000267253	AC055813.1	unresponsive
ENSG00000167941	SOST	unresponsive
ENSG00000108861	DUSP3	unresponsive
ENSG00000231256	CFAP97D1	unresponsive
ENSG00000161647	MPP3	unresponsive
ENSG00000108852	MPP2	unresponsive
ENSG00000267496	FAM215A	unresponsive
ENSG00000261514	LINC01976	unresponsive
ENSG00000131096	PYY	unresponsive
ENSG00000161653	NAGS	unresponsive
ENSG00000091947	TMEM101	unresponsive
ENSG00000161654	LSM12	unresponsive
ENSG00000141349	G6PC3	unresponsive
ENSG00000108840	HDAC5	unresponsive
ENSG00000125319	C17orf53	unresponsive
ENSG00000161664	ASB16	downregulated
ENSG00000267080	ASB16-AS1	unresponsive
ENSG00000168591	TMUB2	unresponsive
ENSG00000087152	ATXN7L3	unresponsive
ENSG00000267394	AC004596.1	unresponsive
ENSG00000108312	UBTF	unresponsive
ENSG00000260793	AC003102.1	downregulated
ENSG00000004939	SLC4A1	unresponsive
ENSG00000267750	RUNDC3A-AS1	unresponsive
ENSG00000221496	RF00012	unresponsive
ENSG00000108309	RUNDC3A	unresponsive
ENSG00000013306	SLC25A39	unresponsive
ENSG00000030582	GRN	unresponsive
ENSG00000161682	FAM171A2	unresponsive
ENSG00000005961	ITGA2B	unresponsive
ENSG00000186566	GPATCH8	unresponsive
ENSG00000180340	FZD2	unresponsive
ENSG00000180336	MEIOC	unresponsive
ENSG00000180329	CCDC43	unresponsive
ENSG00000267160	AC091152.2	unresponsive
ENSG00000279879	AC091152.4	unresponsive
ENSG00000161692	DBF4B	unresponsive
ENSG00000240305	AC091152.1	unresponsive
ENSG00000073670	ADAM11	unresponsive
ENSG00000267505	AC005180.2	unresponsive
ENSG00000267405	AC005180.1	unresponsive
ENSG00000182963	GJC1	unresponsive
ENSG00000131097	HIGD1B	unresponsive
ENSG00000108883	EFTUD2	unresponsive
ENSG00000167131	CCDC103	unresponsive
ENSG00000224911	NA	unresponsive
ENSG00000131095	GFAP	unresponsive
ENSG00000186185	KIF18B	unresponsive
ENSG00000278223	MIR6783	unresponsive
ENSG00000131094	C1QL1	unresponsive
ENSG00000172992	DCAKD	unresponsive
ENSG00000136448	NMT1	unresponsive
ENSG00000161714	PLCD3	unresponsive
ENSG00000277249	MIR6784	unresponsive
ENSG00000181513	ACBD4	unresponsive
ENSG00000276728	AC142472.1	upregulated
ENSG00000186834	HEXIM1	upregulated
ENSG00000224505	AC138150.1	unresponsive
ENSG00000168517	HEXIM2	unresponsive
ENSG00000267288	AC138150.2	unresponsive
ENSG00000267121	AC008105.3	downregulated
ENSG00000184922	FMNL1	unresponsive
ENSG00000233175	AC008105.1	unresponsive
ENSG00000233483	AC008105.2	unresponsive
ENSG00000267278	MAP3K14-AS1	unresponsive
ENSG00000184361	SPATA32	unresponsive
ENSG00000006062	MAP3K14	unresponsive
ENSG00000159314	ARHGAP27	unresponsive
ENSG00000267344	AC003070.1	unresponsive
ENSG00000225190	PLEKHM1	unresponsive
ENSG00000236234	AC091132.2	unresponsive
ENSG00000214425	LRRC37A4P	unresponsive
ENSG00000266918	AC091132.3	unresponsive
ENSG00000131484	AC091132.1	unresponsive
ENSG00000267198	AC091132.4	upregulated
ENSG00000267246	AC091132.5	unresponsive
ENSG00000266504	RDM1P1	unresponsive
ENSG00000263503	MAPK8IP1P2	unresponsive
ENSG00000204652	RPS26P8	unresponsive
ENSG00000204650	LINC02210	unresponsive
ENSG00000264589	MAPT-AS1	unresponsive
ENSG00000186868	MAPT	unresponsive
ENSG00000120071	KANSL1	unresponsive
ENSG00000262372	CR936218.1	unresponsive
ENSG00000214401	KANSL1-AS1	unresponsive
ENSG00000262539	AC005829.2	unresponsive
ENSG00000261575	AC005829.1	unresponsive
ENSG00000228696	ARL17B	unresponsive
ENSG00000176681	LRRC37A	unresponsive
ENSG00000260075	NSFP1	unresponsive
ENSG00000266497	RDM1P2	unresponsive
ENSG00000238083	LRRC37A2	unresponsive
ENSG00000185829	ARL17A	unresponsive
ENSG00000232300	FAM215B	unresponsive
ENSG00000073969	NSF	unresponsive
ENSG00000213326	RPS7P11	unresponsive
ENSG00000108379	WNT3	unresponsive
ENSG00000261886	AC005670.1	unresponsive
ENSG00000108433	GOSR2	unresponsive
ENSG00000280158	NA	unresponsive
ENSG00000179673	RPRML	unresponsive
ENSG00000263142	LRRC37A17P	unresponsive
ENSG00000262879	AC068152.1	unresponsive
ENSG00000004897	CDC27	unresponsive
ENSG00000221016	NA	unresponsive
ENSG00000239291	AC002558.1	unresponsive
ENSG00000261872	AC002558.2	unresponsive
ENSG00000198336	MYL4	unresponsive
ENSG00000259207	ITGB3	unresponsive
ENSG00000238419	RNU7-186P	unresponsive
ENSG00000276790	AC068234.2	unresponsive
ENSG00000263293	THCAT158	unresponsive
ENSG00000178852	EFCAB13	unresponsive
ENSG00000228782	MRPL45P2	unresponsive
ENSG00000141279	NPEPPS	unresponsive
ENSG00000263766	AC025682.1	unresponsive
ENSG00000108424	KPNB1	unresponsive
ENSG00000264558	AC015674.1	unresponsive
ENSG00000198933	TBKBP1	upregulated
ENSG00000073861	TBX21	upregulated
ENSG00000006025	OSBPL7	unresponsive
ENSG00000159111	MRPL10	unresponsive
ENSG00000141294	LRRC46	unresponsive
ENSG00000141295	SCRN2	unresponsive
ENSG00000189120	SP6	unresponsive
ENSG00000264920	AC018521.5	unresponsive
ENSG00000167182	SP2	unresponsive
ENSG00000234494	SP2-AS1	unresponsive
ENSG00000266601	AC018521.6	unresponsive
ENSG00000108439	PNPO	unresponsive
ENSG00000264019	AC018521.2	unresponsive
ENSG00000167183	PRR15L	unresponsive
ENSG00000108465	CDK5RAP3	unresponsive
ENSG00000264701	AC018521.4	unresponsive
ENSG00000005243	COPZ2	unresponsive
ENSG00000263412	AC004477.1	unresponsive
ENSG00000082641	NFE2L1	unresponsive
ENSG00000266341	AC004477.2	unresponsive
ENSG00000278765	AC004477.3	unresponsive
ENSG00000108468	CBX1	unresponsive
ENSG00000002919	SNX11	unresponsive
ENSG00000141293	SKAP1	unresponsive
ENSG00000173917	HOXB2	unresponsive
ENSG00000230148	HOXB-AS1	unresponsive
ENSG00000120093	HOXB3	unresponsive
ENSG00000233101	HOXB-AS3	unresponsive
ENSG00000182742	HOXB4	unresponsive
ENSG00000257178	AC103702.1	unresponsive
ENSG00000120075	HOXB5	unresponsive
ENSG00000108511	HOXB6	unresponsive
ENSG00000260027	HOXB7	unresponsive
ENSG00000120068	HOXB8	unresponsive
ENSG00000170689	HOXB9	unresponsive
ENSG00000242207	HOXB-AS4	unresponsive
ENSG00000210741	MIR196A1	unresponsive
ENSG00000272763	AC103702.2	unresponsive
ENSG00000244649	LINC02086	unresponsive
ENSG00000159184	HOXB13	unresponsive
ENSG00000170703	TTLL6	unresponsive
ENSG00000136436	CALCOCO2	unresponsive
ENSG00000248278	SUMO2P17	unresponsive
ENSG00000159199	ATP5MC1	unresponsive
ENSG00000270781	AC091133.5	unresponsive
ENSG00000159202	UBE2Z	unresponsive
ENSG00000159210	SNF8	unresponsive
ENSG00000230532	AC091133.1	unresponsive
ENSG00000159224	GIP	unresponsive
ENSG00000250838	AC091133.2	unresponsive
ENSG00000159217	IGF2BP1	unresponsive
ENSG00000251461	AC091133.3	unresponsive
ENSG00000251550	AC091133.4	unresponsive
ENSG00000167080	B4GALNT2	unresponsive
ENSG00000167083	GNGT2	unresponsive
ENSG00000173868	PHOSPHO1	unresponsive
ENSG00000198740	ZNF652	unresponsive
ENSG00000248714	AC091180.2	unresponsive
ENSG00000167085	PHB	unresponsive
ENSG00000250186	AC091180.3	unresponsive
ENSG00000281126	NA	unresponsive
ENSG00000229944	EIF4EP2	unresponsive
ENSG00000064300	NGFR	unresponsive
ENSG00000182575	NXPH3	unresponsive
ENSG00000121067	SPOP	unresponsive
ENSG00000121073	SLC35B1	unresponsive
ENSG00000250751	AC015795.1	unresponsive
ENSG00000121104	FAM117A	unresponsive
ENSG00000136504	KAT7	unresponsive
ENSG00000204584	FLJ45513	unresponsive
ENSG00000108813	DLX4	unresponsive
ENSG00000064195	DLX3	upregulated
ENSG00000246640	PICART1	unresponsive
ENSG00000005884	ITGA3	unresponsive
ENSG00000276851	AC002401.4	unresponsive
ENSG00000005882	PDK2	unresponsive
ENSG00000275025	AC002401.3	unresponsive
ENSG00000250282	AC002401.2	unresponsive
ENSG00000167100	SAMD14	unresponsive
ENSG00000108819	PPP1R9B	unresponsive
ENSG00000236472	AC002401.1	unresponsive
ENSG00000253730	AC015909.2	unresponsive
ENSG00000108823	SGCA	unresponsive
ENSG00000188662	HILS1	unresponsive
ENSG00000108821	COL1A1	unresponsive
ENSG00000249406	AC015909.1	unresponsive
ENSG00000263176	AC015909.4	unresponsive
ENSG00000251085	NA	unresponsive
ENSG00000167105	TMEM92	unresponsive
ENSG00000251179	TMEM92-AS1	unresponsive
ENSG00000015532	XYLT2	unresponsive
ENSG00000279792	AC015909.5	unresponsive
ENSG00000108826	MRPL27	unresponsive
ENSG00000154920	EME1	unresponsive
ENSG00000108829	LRRC59	unresponsive
ENSG00000253102	AC004707.1	unresponsive
ENSG00000167107	ACSF2	unresponsive
ENSG00000136457	CHAD	unresponsive
ENSG00000275897	AC021491.4	unresponsive
ENSG00000136444	RSAD1	unresponsive
ENSG00000136449	MYCBPAP	unresponsive
ENSG00000006282	SPATA20	unresponsive
ENSG00000006283	CACNA1G	unresponsive
ENSG00000251239	AC004590.1	unresponsive
ENSG00000108846	ABCC3	unresponsive
ENSG00000154945	ANKRD40	unresponsive
ENSG00000262967	AC005921.2	unresponsive
ENSG00000108848	LUC7L3	unresponsive
ENSG00000278963	AC005921.3	unresponsive
ENSG00000173714	WFIKKN2	unresponsive
ENSG00000141232	TOB1	unresponsive
ENSG00000229980	TOB1-AS1	upregulated
ENSG00000247011	AC005920.1	unresponsive
ENSG00000008294	SPAG9	unresponsive
ENSG00000239672	NME1	unresponsive
ENSG00000243678	NME2	unresponsive
ENSG00000011258	MBTD1	unresponsive
ENSG00000279089	AC005839.1	unresponsive
ENSG00000011260	UTP18	unresponsive
ENSG00000154975	CA10	unresponsive
ENSG00000141198	TOM1L1	unresponsive
ENSG00000166260	COX11	unresponsive
ENSG00000279059	AC007485.2	unresponsive
ENSG00000275710	AC007485.1	unresponsive
ENSG00000166263	STXBP4	unresponsive
ENSG00000108924	HLF	upregulated
ENSG00000108960	MMD	unresponsive
ENSG00000141179	PCTP	unresponsive
ENSG00000153930	ANKFN1	unresponsive
ENSG00000183691	NOG	unresponsive
ENSG00000214226	C17orf67	unresponsive
ENSG00000153933	DGKE	unresponsive
ENSG00000121060	TRIM25	unresponsive
ENSG00000262112	AC015912.1	unresponsive
ENSG00000274213	AC015912.3	unresponsive
ENSG00000121058	COIL	downregulated
ENSG00000121064	SCPEP1	unresponsive
ENSG00000263004	AC007114.1	unresponsive
ENSG00000121057	AKAP1	unresponsive
ENSG00000263089	AC007114.2	unresponsive
ENSG00000153944	MSI2	unresponsive
ENSG00000279555	AC091181.1	unresponsive
ENSG00000265542	AC015845.2	unresponsive
ENSG00000181610	MRPS23	unresponsive
ENSG00000180891	CUEDC1	unresponsive
ENSG00000278642	AC015813.4	unresponsive
ENSG00000136451	VEZF1	unresponsive
ENSG00000280233	AC015813.7	unresponsive
ENSG00000264112	AC015813.1	unresponsive
ENSG00000136450	SRSF1	unresponsive
ENSG00000279069	AC015813.5	unresponsive
ENSG00000264364	DYNLL2	unresponsive
ENSG00000279207	AC015813.6	unresponsive
ENSG00000141194	OR4D1	unresponsive
ENSG00000011143	MKS1	unresponsive
ENSG00000167419	LPO	unresponsive
ENSG00000005379	TSPOAP1	unresponsive
ENSG00000265148	TSPOAP1-AS1	unresponsive
ENSG00000265206	AC004687.1	unresponsive
ENSG00000213246	SUPT4H1	unresponsive
ENSG00000108375	RNF43	unresponsive
ENSG00000266648	SETP3	unresponsive
ENSG00000108389	MTMR4	unresponsive
ENSG00000264672	SEPT4-AS1	unresponsive
ENSG00000108387	SEPT4	unresponsive
ENSG00000121101	TEX14	unresponsive
ENSG00000108384	RAD51C	unresponsive
ENSG00000175175	PPM1E	unresponsive
ENSG00000108395	TRIM37	unresponsive
ENSG00000224738	AC099850.1	unresponsive
ENSG00000182628	SKA2	unresponsive
ENSG00000068489	PRR11	unresponsive
ENSG00000265415	AC099850.3	unresponsive
ENSG00000167447	SMG8	unresponsive
ENSG00000153982	GDPD1	unresponsive
ENSG00000175155	YPEL2	unresponsive
ENSG00000266002	AC091059.1	unresponsive
ENSG00000108406	DHX40	unresponsive
ENSG00000273702	AC091271.1	unresponsive
ENSG00000141367	CLTC	unresponsive
ENSG00000141378	PTRH2	unresponsive
ENSG00000062716	VMP1	downregulated
ENSG00000267637	AC040904.1	unresponsive
ENSG00000108423	TUBD1	unresponsive
ENSG00000270264	NDUFB8P2	unresponsive
ENSG00000108443	RPS6KB1	unresponsive
ENSG00000189050	RNFT1	unresponsive
ENSG00000267302	RNFT1-DT	unresponsive
ENSG00000266992	DHX40P1	unresponsive
ENSG00000263422	NA	unresponsive
ENSG00000266701	NA	unresponsive
ENSG00000068097	HEATR6	unresponsive
ENSG00000267416	AC025048.4	unresponsive
ENSG00000261040	WFDC21P	unresponsive
ENSG00000280852	AC025048.6	unresponsive
ENSG00000267248	AC025048.2	unresponsive
ENSG00000267095	AC025048.1	unresponsive
ENSG00000170832	USP32	unresponsive
ENSG00000241157	AC104763.1	unresponsive
ENSG00000213228	RPL12P38	unresponsive
ENSG00000062725	APPBP2	unresponsive
ENSG00000259349	AC011921.1	unresponsive
ENSG00000170836	PPM1D	unresponsive
ENSG00000141376	BCAS3	unresponsive
ENSG00000267083	KRT18P61	unresponsive
ENSG00000267207	AC005884.1	unresponsive
ENSG00000267449	AC005884.2	unresponsive
ENSG00000266934	AC005746.1	unresponsive
ENSG00000267280	TBX2-AS1	unresponsive
ENSG00000121068	TBX2	unresponsive
ENSG00000253506	NACA2	upregulated
ENSG00000136492	BRIP1	unresponsive
ENSG00000108506	INTS2	unresponsive
ENSG00000108510	MED13	unresponsive
ENSG00000279133	AC018628.1	unresponsive
ENSG00000266066	POLRMTP1	unresponsive
ENSG00000266365	AC053481.3	unresponsive
ENSG00000263887	AC053481.2	unresponsive
ENSG00000172421	EFCAB3	unresponsive
ENSG00000087995	METTL2A	unresponsive
ENSG00000146872	TLK2	unresponsive
ENSG00000239246	AC008026.1	unresponsive
ENSG00000277463	AC080038.2	unresponsive
ENSG00000274565	AC080038.1	downregulated
ENSG00000011028	MRC2	unresponsive
ENSG00000279713	AC080038.3	unresponsive
ENSG00000265702	AC005821.1	upregulated
ENSG00000173838	MARCH10	upregulated
ENSG00000263931	NA	unresponsive
ENSG00000266411	NA	unresponsive
ENSG00000170921	TANC2	unresponsive
ENSG00000233635	AC015923.1	unresponsive
ENSG00000226797	AC005828.1	unresponsive
ENSG00000263644	AC005828.3	unresponsive
ENSG00000271749	AC005828.6	unresponsive
ENSG00000265282	AC005828.4	unresponsive
ENSG00000008283	CYB561	unresponsive
ENSG00000265971	AC005828.5	unresponsive
ENSG00000159640	ACE	unresponsive
ENSG00000264813	AC113554.1	upregulated
ENSG00000173826	KCNH6	unresponsive
ENSG00000136485	DCAF7	unresponsive
ENSG00000136463	TACO1	unresponsive
ENSG00000270587	AC046185.2	unresponsive
ENSG00000198909	MAP3K3	unresponsive
ENSG00000136490	LIMD2	unresponsive
ENSG00000279369	AC046185.3	unresponsive
ENSG00000266173	STRADA	unresponsive
ENSG00000108588	CCDC47	unresponsive
ENSG00000198231	DDX42	unresponsive
ENSG00000108592	FTSJ3	unresponsive
ENSG00000087191	PSMC5	unresponsive
ENSG00000108604	SMARCD2	unresponsive
ENSG00000240280	TCAM1P	upregulated
ENSG00000213218	CSH2	unresponsive
ENSG00000136487	GH2	unresponsive
ENSG00000259384	GH1	unresponsive
ENSG00000007312	CD79B	unresponsive
ENSG00000007314	SCN4A	unresponsive
ENSG00000224383	PRR29	unresponsive
ENSG00000108622	ICAM2	unresponsive
ENSG00000178607	ERN1	unresponsive
ENSG00000266402	SNHG25	unresponsive
ENSG00000199753	SNORD104	unresponsive
ENSG00000136478	TEX2	unresponsive
ENSG00000261371	PECAM1	unresponsive
ENSG00000271605	MILR1	unresponsive
ENSG00000256525	POLG2	unresponsive
ENSG00000108654	DDX5	unresponsive
ENSG00000258890	CEP95	unresponsive
ENSG00000108854	SMURF2	unresponsive
ENSG00000274483	NA	unresponsive
ENSG00000215769	ARHGAP27P1-BPTFP1-KPNA2P3	unresponsive
ENSG00000265298	AC132812.1	upregulated
ENSG00000265982	AC103810.3	unresponsive
ENSG00000214176	PLEKHM1P1	unresponsive
ENSG00000278581	MIR6080	unresponsive
ENSG00000176809	LRRC37A3	unresponsive
ENSG00000265218	AC103810.2	upregulated
ENSG00000266644	AC103810.5	unresponsive
ENSG00000272006	AC037487.3	unresponsive
ENSG00000232457	SLC16A6P1	unresponsive
ENSG00000214174	AMZ2P1	unresponsive
ENSG00000120063	GNA13	unresponsive
ENSG00000263470	NA	unresponsive
ENSG00000108370	RGS9	unresponsive
ENSG00000168646	AXIN2	unresponsive
ENSG00000154240	CEP112	unresponsive
ENSG00000154229	PRKCA	unresponsive
ENSG00000075461	CACNG4	unresponsive
ENSG00000265664	AC005544.2	unresponsive
ENSG00000198265	HELZ	unresponsive
ENSG00000266473	AC007448.3	unresponsive
ENSG00000197170	PSMD12	unresponsive
ENSG00000154217	PITPNC1	unresponsive
ENSG00000130935	NOL11	unresponsive
ENSG00000277123	NA	unresponsive
ENSG00000171634	BPTF	unresponsive
ENSG00000279573	AC134407.2	unresponsive
ENSG00000279880	AC134407.3	unresponsive
ENSG00000186665	C17orf58	unresponsive
ENSG00000266176	NA	unresponsive
ENSG00000182481	KPNA2	unresponsive
ENSG00000266117	FBXO36P1	upregulated
ENSG00000265055	AC145343.1	upregulated
ENSG00000278219	NA	unresponsive
ENSG00000237854	LINC00674	unresponsive
ENSG00000267023	LRRC37A16P	unresponsive
ENSG00000278730	AC005332.6	unresponsive
ENSG00000274561	AC005332.3	unresponsive
ENSG00000277476	AC005332.5	unresponsive
ENSG00000267352	SH3GL1P3	unresponsive
ENSG00000274712	AC005332.4	unresponsive
ENSG00000265100	AC005332.1	unresponsive
ENSG00000196704	AMZ2	unresponsive
ENSG00000141337	ARSG	unresponsive
ENSG00000108932	SLC16A6	unresponsive
ENSG00000267009	AC007780.1	unresponsive
ENSG00000070540	WIPI1	unresponsive
ENSG00000207561	MIR635	unresponsive
ENSG00000108946	PRKAR1A	unresponsive
ENSG00000108950	FAM20A	upregulated
ENSG00000141338	ABCA8	unresponsive
ENSG00000154263	ABCA10	unresponsive
ENSG00000154265	ABCA5	unresponsive
ENSG00000267203	SNRPGP4	unresponsive
ENSG00000108984	MAP2K6	unresponsive
ENSG00000267653	AC002546.1	unresponsive
ENSG00000267194	NA	unresponsive
ENSG00000227517	LINC01483	unresponsive
ENSG00000237560	LINC01497	unresponsive
ENSG00000267365	KCNJ2-AS1	unresponsive
ENSG00000123700	KCNJ2	unresponsive
ENSG00000234899	SOX9-AS1	unresponsive
ENSG00000226101	LINC02097	unresponsive
ENSG00000125398	SOX9	unresponsive
ENSG00000227036	LINC00511	unresponsive
ENSG00000263680	AC007639.1	unresponsive
ENSG00000133195	SLC39A11	unresponsive
ENSG00000252274	RF00422	unresponsive
ENSG00000180616	SSTR2	unresponsive
ENSG00000166685	COG1	unresponsive
ENSG00000277728	AC097641.2	unresponsive
ENSG00000133193	FAM104A	unresponsive
ENSG00000141219	C17orf80	unresponsive
ENSG00000187959	CPSF4L	unresponsive
ENSG00000179604	CDC42EP4	unresponsive
ENSG00000069188	SDK2	unresponsive
ENSG00000172809	RPL38	unresponsive
ENSG00000246731	MGC16275	unresponsive
ENSG00000141540	TTYH2	unresponsive
ENSG00000264272	AC100786.1	unresponsive
ENSG00000171595	DNAI2	upregulated
ENSG00000170412	GPRC5C	unresponsive
ENSG00000167850	CD300C	unresponsive
ENSG00000231027	NA	unresponsive
ENSG00000261222	AC064805.1	unresponsive
ENSG00000172794	RAB37	unresponsive
ENSG00000266036	AC016888.1	unresponsive
ENSG00000109062	SLC9A3R1	unresponsive
ENSG00000109065	NAT9	unresponsive
ENSG00000109066	TMEM104	unresponsive
ENSG00000161509	GRIN2C	unresponsive
ENSG00000161513	FDXR	unresponsive
ENSG00000167861	HID1	unresponsive
ENSG00000109089	CDR2L	unresponsive
ENSG00000167862	MRPL58	unresponsive
ENSG00000180901	KCTD2	unresponsive
ENSG00000167863	ATP5PD	unresponsive
ENSG00000239607	RN7SL573P	unresponsive
ENSG00000170190	SLC16A5	unresponsive
ENSG00000125449	ARMC7	unresponsive
ENSG00000125458	NT5C	unresponsive
ENSG00000279035	AC022211.4	unresponsive
ENSG00000189159	JPT1	unresponsive
ENSG00000265800	AC022211.3	unresponsive
ENSG00000263786	AC022211.1	unresponsive
ENSG00000252042	RF00019	downregulated
ENSG00000188612	SUMO2	unresponsive
ENSG00000125450	NUP85	unresponsive
ENSG00000125447	GGA3	unresponsive
ENSG00000125445	MRPS7	unresponsive
ENSG00000125457	MIF4GD	unresponsive
ENSG00000263843	AC022211.2	unresponsive
ENSG00000125454	SLC25A19	unresponsive
ENSG00000177885	GRB2	unresponsive
ENSG00000177728	TMEM94	unresponsive
ENSG00000177303	CASKIN2	unresponsive
ENSG00000182173	TSEN54	unresponsive
ENSG00000073350	LLGL2	unresponsive
ENSG00000266714	MYO15B	unresponsive
ENSG00000108469	RECQL5	unresponsive
ENSG00000204323	SMIM5	unresponsive
ENSG00000161526	SAP30BP	unresponsive
ENSG00000264829	AC087749.2	unresponsive
ENSG00000264270	AC087749.1	upregulated
ENSG00000132470	ITGB4	unresponsive
ENSG00000108479	GALK1	unresponsive
ENSG00000132475	H3F3B	unresponsive
ENSG00000132478	UNK	unresponsive
ENSG00000266980	AC087289.1	unresponsive
ENSG00000092929	UNC13D	unresponsive
ENSG00000132471	WBP2	unresponsive
ENSG00000132481	TRIM47	unresponsive
ENSG00000267801	AC087289.5	unresponsive
ENSG00000141569	TRIM65	unresponsive
ENSG00000267342	AC087289.2	unresponsive
ENSG00000204316	MRPL38	unresponsive
ENSG00000188878	FBF1	upregulated
ENSG00000161533	ACOX1	unresponsive
ENSG00000267615	AC087289.4	unresponsive
ENSG00000261408	TEN1-CDK3	unresponsive
ENSG00000250506	CDK3	unresponsive
ENSG00000167880	EVPL	upregulated
ENSG00000167881	SRP68	unresponsive
ENSG00000186919	ZACN	unresponsive
ENSG00000182687	GALR2	unresponsive
ENSG00000182473	EXOC7	unresponsive
ENSG00000279382	AC018665.1	unresponsive
ENSG00000129654	FOXJ1	upregulated
ENSG00000267128	RNF157-AS1	unresponsive
ENSG00000141576	RNF157	unresponsive
ENSG00000228218	ATF4P3	unresponsive
ENSG00000185262	UBALD2	unresponsive
ENSG00000129646	QRICH2	unresponsive
ENSG00000161542	PRPSAP1	unresponsive
ENSG00000176170	SPHK1	unresponsive
ENSG00000175931	UBE2O	unresponsive
ENSG00000129673	AANAT	unresponsive
ENSG00000129667	RHBDF2	unresponsive
ENSG00000161544	CYGB	unresponsive
ENSG00000214140	PRCD	unresponsive
ENSG00000267546	AC015802.4	unresponsive
ENSG00000267543	AC015802.3	unresponsive
ENSG00000163597	SNHG16	unresponsive
ENSG00000199961	SNORD1B	unresponsive
